	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
49	0.011115	0.011115	0.011115	0.011115	0.011115	0.170263	0.011115	0.011115	0.511240	0.011115	0.011115	0.011115	0.185119	0.011115	0.011115
50	0.167698	0.003335	0.003335	0.003335	0.092705	0.003335	0.003335	0.003335	0.003335	0.069892	0.003335	0.003335	0.633023	0.003335	0.003335
51	0.327766	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.262714	0.295232	0.009524	0.009524	0.009524	0.009524	0.009524
52	0.197008	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.724200	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
53	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.577514	0.009524	0.298672	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524
54	0.003334	0.003334	0.122347	0.003334	0.392654	0.003334	0.003334	0.003334	0.003334	0.348914	0.003334	0.003334	0.099413	0.003334	0.003334
55	0.022222	0.344308	0.022223	0.022223	0.022222	0.022222	0.022223	0.022223	0.022222	0.022223	0.022222	0.366799	0.022222	0.022223	0.022222
56	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.516665	0.016667	0.266666	0.016667	0.016667	0.016667	0.016667
57	0.001905	0.001905	0.001905	0.001905	0.486956	0.001905	0.220004	0.001905	0.001905	0.001905	0.270181	0.001905	0.001905	0.001905	0.001905
58	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.937777
59	0.429283	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.004446	0.512922	0.004446	0.004446
60	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.657201	0.005556	0.005556	0.270571
61	0.003175	0.003175	0.003175	0.003175	0.731270	0.003175	0.003175	0.003175	0.003175	0.003175	0.227456	0.003175	0.003175	0.003175	0.003175
62	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.386914	0.004445	0.004445	0.004445	0.555306
63	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.937777
64	0.022228	0.022228	0.022228	0.022228	0.022228	0.022228	0.022228	0.022228	0.355398	0.355640	0.022228	0.022228	0.022228	0.022228	0.022228
65	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.283524	0.022222	0.022222	0.022222	0.022222	0.022222	0.427586
66	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.619402	0.256788	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524
67	0.005556	0.183938	0.005556	0.005556	0.005556	0.005556	0.005556	0.170112	0.005556	0.005556	0.579280	0.005556	0.005556	0.005556	0.005556
68	0.002381	0.002381	0.002381	0.002381	0.561344	0.002381	0.234516	0.002381	0.002381	0.002381	0.175566	0.002381	0.002381	0.002381	0.002381
69	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.498184	0.357365	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112
70	0.004167	0.321013	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.063705	0.004167	0.004167	0.004167	0.004167	0.004167	0.565279
71	0.016668	0.016668	0.016668	0.016668	0.016668	0.016668	0.016668	0.016668	0.016668	0.016668	0.766655	0.016668	0.016668	0.016668	0.016668
72	0.006668	0.145577	0.006668	0.006668	0.006668	0.386548	0.006668	0.006668	0.136170	0.006668	0.106784	0.158238	0.006668	0.006668	0.006668
73	0.003334	0.003334	0.003334	0.003334	0.539842	0.003334	0.003334	0.003334	0.003334	0.003334	0.003334	0.003334	0.003334	0.003334	0.416820
74	0.006061	0.006061	0.006061	0.006061	0.334425	0.006061	0.006061	0.006061	0.006061	0.006061	0.125553	0.467287	0.006061	0.006061	0.006061
75	0.098853	0.006061	0.341377	0.006061	0.487037	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
76	0.005129	0.005129	0.005129	0.005129	0.435451	0.005129	0.005129	0.005129	0.005129	0.005129	0.213188	0.289818	0.005129	0.005129	0.005129
77	0.016667	0.016667	0.016667	0.369287	0.016667	0.016667	0.414040	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
78	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.937776	0.004445	0.004445	0.004445
79	0.002778	0.002778	0.002778	0.002778	0.179624	0.002778	0.002778	0.002778	0.002778	0.002778	0.002778	0.002778	0.002778	0.002778	0.784259
80	0.523203	0.013333	0.013333	0.013333	0.013333	0.303462	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333
81	0.468256	0.016667	0.315071	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
82	0.006061	0.198498	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.722710
83	0.168656	0.100652	0.002899	0.002899	0.002899	0.215391	0.194594	0.002899	0.002899	0.002899	0.291719	0.002899	0.002899	0.002899	0.002899
84	0.004445	0.004445	0.004445	0.004445	0.004445	0.132130	0.004445	0.004445	0.004445	0.004445	0.232164	0.268914	0.004445	0.004445	0.317901
85	0.011112	0.011112	0.177708	0.011112	0.011112	0.011112	0.011112	0.011112	0.511152	0.177792	0.011112	0.011112	0.011112	0.011112	0.011112
86	0.007408	0.007408	0.149117	0.007408	0.007408	0.007408	0.526474	0.007408	0.007408	0.235514	0.007408	0.007408	0.007408	0.007408	0.007408
87	0.003509	0.003509	0.322259	0.003509	0.398001	0.003509	0.003509	0.003509	0.003509	0.003509	0.237632	0.003509	0.003509	0.003509	0.003509
88	0.006667	0.006667	0.006667	0.006667	0.006667	0.228014	0.006667	0.006667	0.006667	0.006667	0.006667	0.685317	0.006667	0.006667	0.006667
89	0.229574	0.002564	0.002564	0.046288	0.002564	0.043534	0.002564	0.002564	0.063658	0.002564	0.002564	0.591303	0.002564	0.002564	0.002564
90	0.542802	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.378406	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
91	0.006667	0.006667	0.006667	0.006667	0.432903	0.006667	0.006667	0.480421	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667
92	0.006667	0.006667	0.006667	0.006667	0.551293	0.006667	0.006667	0.006667	0.362038	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667
93	0.009524	0.009524	0.009524	0.009524	0.009524	0.162714	0.009524	0.009524	0.295259	0.009524	0.427735	0.009524	0.009524	0.009524	0.009524
94	0.011111	0.011111	0.011111	0.011111	0.511123	0.011111	0.011111	0.011111	0.011111	0.344428	0.011111	0.011111	0.011111	0.011111	0.011111
95	0.003334	0.003334	0.003334	0.003334	0.564978	0.054534	0.003334	0.003334	0.003334	0.003334	0.003334	0.340486	0.003334	0.003334	0.003334
96	0.006669	0.202989	0.006669	0.006669	0.305988	0.006669	0.006669	0.006669	0.006669	0.006669	0.006669	0.006669	0.006669	0.006669	0.411001
97	0.003509	0.003509	0.003509	0.185390	0.536473	0.003509	0.003509	0.236026	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509
98	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.906666
99	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.844443
100	0.006667	0.006667	0.006667	0.588430	0.006667	0.006667	0.006667	0.006667	0.324902	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667
101	0.730332	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.113499	0.005556	0.005556	0.089499	0.005556
102	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.844443	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111
103	0.009525	0.009525	0.009525	0.009525	0.009525	0.009525	0.009525	0.009525	0.009525	0.009525	0.554105	0.009525	0.009525	0.009525	0.322072
104	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.286046	0.590140	0.009524	0.009524	0.009524	0.009524
105	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.922220	0.005556	0.005556	0.005556	0.005556
106	0.009524	0.009524	0.429818	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.446366	0.009524	0.009524	0.009524
107	0.007408	0.007408	0.007408	0.007408	0.007408	0.145564	0.647022	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.118521	0.007408
108	0.478328	0.008333	0.008333	0.008333	0.008333	0.413337	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333	0.008334	0.008333
109	0.003704	0.003704	0.003704	0.003704	0.639585	0.003704	0.003704	0.003704	0.003704	0.003704	0.003704	0.312263	0.003704	0.003704	0.003704
110	0.016667	0.016667	0.016667	0.016667	0.016667	0.275609	0.507722	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
111	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.866664	0.009524	0.009524	0.009524
112	0.130093	0.301769	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.200890	0.006667	0.006667	0.006667	0.006667	0.006667	0.293913
113	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.097680	0.287370	0.004167	0.447360	0.004167	0.004167	0.004167	0.121755
114	0.022222	0.022222	0.022222	0.688888	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222
115	0.005129	0.005129	0.005129	0.005129	0.468763	0.005129	0.151381	0.005129	0.173500	0.005129	0.149937	0.005129	0.005129	0.005129	0.005129
116	0.009524	0.009524	0.009524	0.866663	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524
117	0.007408	0.007408	0.125266	0.007408	0.007408	0.007408	0.007408	0.007408	0.251358	0.007408	0.007408	0.534482	0.007408	0.007408	0.007408
118	0.098238	0.004167	0.004167	0.004167	0.180191	0.004167	0.004167	0.004167	0.198363	0.004167	0.004167	0.004167	0.004167	0.004167	0.477366
119	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.004445	0.937777
120	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.003509	0.064698	0.003509	0.003509	0.003509	0.889686
121	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.766662	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
122	0.425459	0.005556	0.005556	0.005556	0.005556	0.385272	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.122599	0.005556	0.005556
123	0.009524	0.009524	0.009524	0.009524	0.009524	0.158735	0.009524	0.009524	0.717454	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524
124	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.011112	0.844435
125	0.016670	0.016670	0.016670	0.016670	0.016670	0.266546	0.016670	0.016670	0.516749	0.016670	0.016670	0.016670	0.016670	0.016670	0.016670
126	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.007408	0.468632	0.149822	0.007408	0.292655	0.007408
127	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.688886	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222
128	0.004445	0.004445	0.004445	0.004445	0.128284	0.004445	0.004445	0.004445	0.004445	0.004445	0.566965	0.004445	0.115336	0.140520	0.004445
129	0.005128	0.005128	0.005128	0.005128	0.569287	0.005128	0.005128	0.005128	0.364043	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128
130	0.278079	0.005556	0.005556	0.005556	0.005556	0.157809	0.114662	0.005556	0.102298	0.005556	0.005556	0.005556	0.005556	0.291590	0.005556
131	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.533332	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333
132	0.004762	0.004762	0.004762	0.004762	0.004762	0.075356	0.004762	0.719144	0.004762	0.004762	0.148354	0.004762	0.004762	0.004762	0.004762
133	0.004763	0.004763	0.089392	0.004763	0.004763	0.087754	0.004763	0.004763	0.004763	0.004763	0.765703	0.004763	0.004763	0.004763	0.004763
134	0.534110	0.006667	0.006667	0.261079	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.124808	0.006667	0.006667	0.006667	0.006667
135	0.510706	0.003922	0.003922	0.003922	0.135348	0.003922	0.003922	0.003922	0.003922	0.003922	0.117772	0.003922	0.003922	0.003922	0.193032
136	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.428615	0.003922	0.520399	0.003922	0.003922	0.003922
137	0.054879	0.003175	0.003175	0.003175	0.003175	0.003175	0.451342	0.003175	0.003175	0.003175	0.003175	0.455682	0.003175	0.003175	0.003175
138	0.005556	0.005556	0.005556	0.005556	0.478263	0.005556	0.005556	0.207278	0.005556	0.005556	0.005556	0.005556	0.247788	0.005556	0.005556
139	0.016667	0.547770	0.016667	0.016667	0.016667	0.235561	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
140	0.281970	0.180250	0.006668	0.006668	0.006668	0.006668	0.006668	0.006668	0.006668	0.006668	0.123271	0.006668	0.241260	0.006668	0.106573
141	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.844444	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111
142	0.033333	0.033333	0.033333	0.033333	0.533332	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033334	0.033333	0.033333	0.033333
143	0.369803	0.006063	0.006063	0.096723	0.006063	0.006063	0.006063	0.006063	0.187940	0.006063	0.006063	0.278842	0.006063	0.006063	0.006063
144	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667	0.509811	0.273514	0.016667	0.016667	0.016667
145	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.120140	0.006061	0.006061	0.801071	0.006061	0.006061	0.006061	0.006061
146	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.533332	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333
147	0.005557	0.005557	0.005557	0.005557	0.628782	0.005557	0.005557	0.298983	0.005557	0.005557	0.005557	0.005557	0.005557	0.005557	0.005557
148	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.210172	0.013334	0.013334	0.227447	0.013334	0.402376	0.013334
149	0.813329	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334
150	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.008334	0.883329	0.008334	0.008334	0.008334
151	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.673744	0.005128	0.259587	0.005128	0.005128
152	0.016667	0.016667	0.016667	0.016667	0.016667	0.516246	0.016667	0.016667	0.267084	0.016667	0.016667	0.016667	0.016667	0.016667	0.016667
153	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.005556	0.117470	0.810305	0.005556	0.005556	0.005556
154	0.008336	0.008336	0.008336	0.008336	0.008336	0.736504	0.008336	0.008336	0.008336	0.008336	0.008336	0.008336	0.008336	0.008336	0.155129
155	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.688886	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222
156	0.005128	0.005128	0.005128	0.005128	0.928201	0.005128	0.005129	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128	0.005128
157	0.109967	0.005556	0.142720	0.005556	0.005556	0.005556	0.005556	0.005556	0.163788	0.005556	0.283332	0.005556	0.005556	0.244636	0.005556
158	0.318430	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.004167	0.556815	0.004167	0.074752	0.004167
159	0.013334	0.013334	0.413317	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.013334	0.413344	0.013334	0.013334
160	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.915150	0.006061	0.006061	0.006061
161	0.003922	0.003922	0.003922	0.003922	0.003922	0.003922	0.089121	0.003922	0.003922	0.003922	0.612031	0.251784	0.003922	0.003922	0.003922
162	0.011112	0.011112	0.011112	0.011112	0.011112	0.212079	0.011112	0.011112	0.361218	0.011112	0.293365	0.011112	0.011112	0.011112	0.011112
163	0.915146	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
164	0.011111	0.011111	0.011111	0.011111	0.251504	0.011111	0.604046	0.011111	0.011112	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111
165	0.022222	0.022222	0.022222	0.022222	0.338603	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.022222	0.372507	0.022222	0.022222
166	0.006667	0.006667	0.006667	0.006667	0.432842	0.006667	0.006667	0.480482	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667	0.006667
167	0.005556	0.005556	0.005556	0.005556	0.277271	0.005556	0.005556	0.005556	0.255554	0.005556	0.400505	0.005556	0.005556	0.005556	0.005556
168	0.008333	0.008333	0.008333	0.008333	0.008333	0.883331	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333	0.008333
169	0.327990	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.011111	0.527564	0.011111	0.011111
170	0.006061	0.006061	0.006061	0.006061	0.915148	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
171	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.533332	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333	0.033333
172	0.003510	0.064116	0.003510	0.003510	0.129820	0.052536	0.003510	0.003510	0.003510	0.103151	0.003510	0.081331	0.537459	0.003510	0.003510
173	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.009524	0.152344	0.723838
174	0.004445	0.004445	0.004445	0.004445	0.004445	0.142993	0.004445	0.004445	0.004445	0.098756	0.004445	0.288031	0.421323	0.004445	0.004445
175	0.109375	0.007408	0.007408	0.007408	0.007408	0.249242	0.007408	0.007408	0.007408	0.007408	0.552492	0.007408	0.007408	0.007408	0.007408
176	0.006061	0.006061	0.006061	0.235043	0.006061	0.230693	0.006061	0.006061	0.461534	0.006061	0.006061	0.006061	0.006061	0.006061	0.006061
177	0.143095	0.006669	0.006669	0.006669	0.149849	0.159413	0.359769	0.006669	0.006669	0.121183	0.006669	0.006669	0.006669	0.006669	0.006669
178	0.005128	0.005129	0.274092	0.005128	0.005128	0.005128	0.005128	0.005128	0.005129	0.005128	0.438289	0.226078	0.005128	0.005128	0.005128
179	0.286117	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333	0.540548	0.013333	0.013333	0.013333	0.013333	0.013333	0.013333
