	dominant_topic	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
5499	10	0.311809	0.013577	0.011400	0.009826	0.008633	0.007699	0.006948	0.006330	0.005813	0.005374	0.584950	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
5500	0	0.440207	0.012067	0.010133	0.008734	0.353711	0.006844	0.006176	0.005626	0.005167	0.004777	0.004441	0.121698	0.003894	0.003669	0.003467	0.003287	0.003125	0.002978
5501	0	0.611881	0.012077	0.010134	0.008734	0.007674	0.298742	0.006176	0.005626	0.005167	0.004777	0.004441	0.004150	0.003894	0.003669	0.003468	0.003287	0.003125	0.002978
5502	3	0.016916	0.013585	0.011400	0.454734	0.438566	0.007699	0.006947	0.006329	0.005812	0.005374	0.004996	0.004668	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
5503	0	0.523786	0.286902	0.022799	0.019650	0.017266	0.015398	0.013895	0.012659	0.011625	0.010747	0.009992	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
5504	4	0.027012	0.021724	0.018240	0.015720	0.813627	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
5505	0	0.640097	0.015525	0.013029	0.011229	0.009867	0.244997	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
5506	17	0.411073	0.010863	0.009122	0.007860	0.006907	0.006159	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002958	0.002812	0.505015
5507	9	0.067090	0.054293	0.045596	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.521489	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
5508	0	0.482803	0.015518	0.013028	0.011229	0.403363	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
5509	6	0.008408	0.091576	0.005700	0.004913	0.004317	0.003850	0.856160	0.003165	0.002906	0.002687	0.002498	0.002334	0.002191	0.002064	0.001950	0.001849	0.001758	0.001675
5510	1	0.006736	0.333457	0.004560	0.003931	0.267440	0.003080	0.094080	0.002532	0.002325	0.002150	0.156193	0.114327	0.001753	0.001651	0.001560	0.001479	0.001406	0.001340
5511	16	0.119255	0.005172	0.004343	0.003743	0.003289	0.002933	0.002647	0.002411	0.002214	0.002047	0.001904	0.001779	0.001669	0.001572	0.001486	0.319566	0.522691	0.001276
5515	8	0.026837	0.021718	0.018239	0.015720	0.013813	0.012319	0.346756	0.010127	0.473652	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
5516	15	0.006726	0.005433	0.004560	0.003930	0.003454	0.003080	0.002779	0.002532	0.376345	0.002150	0.001999	0.001868	0.001753	0.001651	0.153136	0.425861	0.001406	0.001340
5535	15	0.004971	0.004023	0.003378	0.002912	0.002558	0.002281	0.002059	0.001876	0.001722	0.001592	0.001481	0.001383	0.001298	0.001223	0.001156	0.845304	0.119789	0.000993
5536	8	0.013436	0.010862	0.009120	0.007861	0.006907	0.006160	0.005559	0.005064	0.904620	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002959	0.002813	0.002680
5537	15	0.004975	0.004023	0.003379	0.263331	0.136023	0.002282	0.002059	0.001876	0.001723	0.001593	0.001481	0.001384	0.262829	0.001223	0.041177	0.268610	0.001042	0.000993
5538	15	0.004067	0.003291	0.002764	0.002382	0.002093	0.001867	0.001684	0.001535	0.174363	0.001303	0.001211	0.001132	0.001062	0.309602	0.000946	0.489034	0.000852	0.000812
5539	3	0.006102	0.004937	0.004146	0.506246	0.003140	0.002800	0.002527	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.453210	0.001278	0.001218
5540	5	0.067101	0.054302	0.045600	0.039303	0.034535	0.530744	0.027792	0.025320	0.023252	0.021496	0.019986	0.018675	0.017525	0.016509	0.015604	0.014793	0.014062	0.013400
5541	15	0.004332	0.003503	0.002942	0.351939	0.071991	0.001987	0.001793	0.001634	0.001500	0.001387	0.001289	0.001205	0.001131	0.001065	0.001007	0.549524	0.000907	0.000865
5542	9	0.013449	0.010861	0.009120	0.007860	0.006907	0.006159	0.005558	0.005064	0.004650	0.612830	0.003997	0.295167	0.003505	0.003302	0.003121	0.002959	0.002812	0.002680
5543	15	0.003357	0.002715	0.002280	0.001965	0.001727	0.001540	0.001390	0.001266	0.121111	0.001075	0.000999	0.000934	0.000876	0.230550	0.000780	0.441884	0.184881	0.000670
5544	15	0.006103	0.004936	0.004146	0.003573	0.003140	0.048294	0.002526	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.910390	0.001278	0.001218
5545	12	0.005368	0.004344	0.003648	0.003144	0.078350	0.002464	0.365996	0.002025	0.001860	0.001720	0.001599	0.001494	0.522038	0.001321	0.001248	0.001183	0.001125	0.001072
5546	13	0.006393	0.005175	0.004343	0.003743	0.003289	0.002933	0.002647	0.002411	0.002214	0.002047	0.001903	0.001779	0.001669	0.506073	0.001486	0.001409	0.449208	0.001276
5547	16	0.007065	0.005715	0.004800	0.004137	0.003635	0.003242	0.002925	0.002665	0.002447	0.002263	0.002104	0.001966	0.001845	0.260039	0.001642	0.001557	0.690541	0.001411
5548	2	0.007464	0.006034	0.704536	0.004367	0.003837	0.003422	0.003088	0.002813	0.247545	0.002388	0.002221	0.002075	0.001947	0.001834	0.001734	0.001644	0.001562	0.001489
5549	15	0.005163	0.004177	0.003508	0.003024	0.002657	0.002369	0.002138	0.001948	0.001789	0.001654	0.001538	0.001437	0.001348	0.001270	0.001200	0.826803	0.136948	0.001031
5550	15	0.004971	0.004022	0.096103	0.002911	0.002558	0.002281	0.002059	0.001876	0.001722	0.001592	0.001480	0.001383	0.001298	0.001223	0.001156	0.871329	0.001042	0.000993
5551	6	0.004477	0.003620	0.003040	0.002620	0.002302	0.002053	0.507976	0.001688	0.001550	0.415705	0.047595	0.001245	0.001168	0.001101	0.001040	0.000986	0.000938	0.000893
5552	3	0.013469	0.010867	0.009121	0.574823	0.006908	0.006160	0.130765	0.005065	0.004651	0.004300	0.211756	0.003735	0.003506	0.003302	0.003121	0.002959	0.002813	0.002680
5553	13	0.006392	0.005171	0.004343	0.003743	0.003289	0.002933	0.002647	0.002411	0.002214	0.002047	0.001903	0.001778	0.001669	0.559795	0.001486	0.395563	0.001339	0.001276
5554	14	0.026852	0.198049	0.018240	0.015721	0.013814	0.012319	0.011116	0.010128	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.629884	0.005917	0.005625	0.005360
5555	13	0.003952	0.003194	0.002682	0.002312	0.002031	0.061334	0.001635	0.001489	0.141462	0.001264	0.001176	0.001099	0.001031	0.590077	0.000918	0.000870	0.182684	0.000788
5556	12	0.052038	0.003621	0.003041	0.002620	0.222708	0.002053	0.001853	0.001688	0.001550	0.001433	0.001332	0.001245	0.496057	0.001101	0.204844	0.000986	0.000937	0.000893
5557	6	0.009003	0.137325	0.006080	0.005240	0.240701	0.004106	0.570796	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.001972	0.001875	0.001787
5558	4	0.019209	0.015517	0.013028	0.011229	0.568980	0.008799	0.007940	0.007234	0.304621	0.006141	0.005710	0.005336	0.005007	0.004717	0.004458	0.004226	0.004018	0.003829
5559	13	0.005165	0.004177	0.287350	0.003023	0.002656	0.094153	0.002138	0.001948	0.001789	0.001653	0.001537	0.001437	0.001348	0.587175	0.001200	0.001138	0.001082	0.001031
5561	6	0.008403	0.099745	0.005700	0.004913	0.004317	0.003850	0.589960	0.003165	0.002906	0.002687	0.260532	0.002334	0.002191	0.002064	0.001950	0.001849	0.001758	0.001675
5562	15	0.008395	0.006790	0.005700	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.002687	0.002498	0.002334	0.072431	0.002064	0.001950	0.869093	0.001758	0.001675
5563	3	0.013422	0.010860	0.009120	0.434678	0.006907	0.283817	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002959	0.198327	0.002680
5564	12	0.014927	0.012068	0.010133	0.008733	0.007674	0.006844	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.892762	0.003668	0.003467	0.003287	0.003125	0.002978
5565	13	0.166050	0.124649	0.005700	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.002687	0.002498	0.002334	0.002191	0.664033	0.001950	0.001849	0.001758	0.001675
5566	15	0.006108	0.067523	0.004146	0.003573	0.003140	0.209261	0.002527	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.686829	0.001278	0.001218
5567	15	0.005834	0.004721	0.003965	0.398407	0.093438	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.001524	0.001436	0.001357	0.472381	0.001223	0.001165
5568	13	0.006100	0.004936	0.004145	0.003573	0.003139	0.002800	0.002526	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.956043	0.001418	0.001345	0.001278	0.001218
5569	15	0.009586	0.007756	0.006514	0.222109	0.004933	0.004400	0.003970	0.003617	0.003321	0.003071	0.002855	0.002668	0.002504	0.002358	0.002229	0.714186	0.002009	0.001914
5570	9	0.009004	0.007243	0.006081	0.080065	0.004605	0.004106	0.003706	0.003376	0.003100	0.685071	0.178901	0.002490	0.002337	0.002201	0.002081	0.001972	0.001875	0.001787
5571	13	0.007898	0.006388	0.005365	0.004624	0.004063	0.003623	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.002062	0.943111	0.001836	0.001740	0.001654	0.001576
5572	2	0.011187	0.009051	0.797551	0.006551	0.132458	0.005133	0.004632	0.004220	0.003875	0.003583	0.003331	0.003113	0.002921	0.002752	0.002601	0.002466	0.002344	0.002233
5573	15	0.004333	0.003504	0.002942	0.161485	0.171000	0.001987	0.001793	0.001634	0.001500	0.001387	0.001289	0.001205	0.001131	0.001065	0.130964	0.511009	0.000907	0.000865
5574	15	0.008953	0.141544	0.006080	0.005240	0.004605	0.004106	0.003705	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.800990	0.001875	0.001787
5575	10	0.044772	0.036206	0.030398	0.026200	0.023022	0.020531	0.018526	0.016879	0.015500	0.014329	0.679929	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
5576	2	0.010336	0.008355	0.326392	0.006046	0.005313	0.004738	0.148216	0.243431	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.222367	0.002062
5577	13	0.009606	0.007757	0.006515	0.005614	0.004933	0.004400	0.003970	0.003617	0.003321	0.003071	0.002855	0.002668	0.002504	0.693516	0.002229	0.002113	0.239397	0.001914
5578	15	0.008419	0.117791	0.005701	0.004913	0.004317	0.003850	0.003474	0.068883	0.002906	0.002687	0.002498	0.002334	0.002191	0.002064	0.001951	0.403687	0.001758	0.360577
5579	15	0.005597	0.004525	0.003800	0.333362	0.002878	0.002566	0.002316	0.002110	0.001938	0.001791	0.001665	0.001556	0.001460	0.001376	0.001300	0.629470	0.001172	0.001117
5580	13	0.006399	0.005171	0.004343	0.003743	0.003289	0.002933	0.002647	0.002411	0.002214	0.002047	0.001903	0.001779	0.001669	0.510367	0.001486	0.444983	0.001339	0.001276
5581	15	0.008948	0.007239	0.006080	0.005240	0.004604	0.004106	0.003705	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.935300	0.001875	0.001787
5582	15	0.007458	0.006034	0.005068	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.183150	0.170827	0.595668	0.001562	0.001489
5583	3	0.006714	0.005430	0.004561	0.564345	0.161300	0.003080	0.002779	0.002532	0.002325	0.002150	0.001999	0.001867	0.001752	0.001651	0.001560	0.001479	0.233136	0.001340
5584	12	0.004628	0.003745	0.003145	0.002711	0.063006	0.116362	0.001917	0.001746	0.200894	0.001482	0.001378	0.065318	0.528539	0.001139	0.001076	0.001020	0.000970	0.000924
5585	15	0.005371	0.004345	0.003649	0.003145	0.002763	0.002464	0.002224	0.002026	0.001860	0.001720	0.001599	0.001494	0.053539	0.001321	0.001248	0.909034	0.001125	0.001072
5586	7	0.067101	0.054299	0.045600	0.039304	0.034536	0.030799	0.027792	0.525263	0.023252	0.021496	0.019987	0.018675	0.017526	0.016509	0.015604	0.014793	0.014063	0.013401
5587	15	0.005835	0.004721	0.362645	0.003418	0.003003	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.001524	0.001436	0.001357	0.599125	0.001223	0.001165
5588	15	0.008387	0.006787	0.005700	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.002687	0.002498	0.002334	0.002191	0.002064	0.001950	0.939345	0.001758	0.001675
5589	12	0.013424	0.010862	0.009120	0.007860	0.099591	0.006159	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.810808	0.003302	0.003121	0.002958	0.002812	0.002680
5590	8	0.016773	0.013573	0.267831	0.009825	0.236778	0.007699	0.006947	0.006329	0.396233	0.005374	0.004996	0.004668	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
5591	5	0.013442	0.010862	0.009119	0.109259	0.006907	0.541038	0.005558	0.005064	0.268343	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002958	0.002812	0.002680
5592	12	0.005370	0.004344	0.003648	0.003144	0.002763	0.002464	0.002223	0.002026	0.195569	0.001720	0.001599	0.001494	0.767687	0.001321	0.001248	0.001183	0.001125	0.001072
5593	12	0.004198	0.035444	0.144967	0.002457	0.212039	0.001925	0.001737	0.001583	0.152110	0.001344	0.001249	0.001167	0.435133	0.001032	0.000975	0.000925	0.000879	0.000838
5594	11	0.009609	0.007758	0.006515	0.005615	0.004934	0.004400	0.003971	0.003617	0.182136	0.003071	0.002855	0.456436	0.298457	0.002359	0.002229	0.002113	0.002009	0.001914
5595	16	0.011219	0.009052	0.007600	0.006550	0.005755	0.005133	0.004632	0.004220	0.003875	0.003582	0.003331	0.003112	0.002921	0.411720	0.002601	0.002465	0.509998	0.002233
5596	6	0.006112	0.004938	0.004146	0.003573	0.142838	0.002800	0.701385	0.002302	0.002114	0.001954	0.117787	0.001698	0.001593	0.001501	0.001419	0.001345	0.001278	0.001218
5597	12	0.006391	0.005172	0.004344	0.003743	0.003289	0.002933	0.002647	0.002411	0.175064	0.002047	0.001903	0.001779	0.781195	0.001572	0.001486	0.001409	0.001339	0.001276
5598	9	0.008981	0.007241	0.006081	0.107632	0.004605	0.004107	0.003706	0.003376	0.086664	0.490506	0.078270	0.186580	0.002337	0.002201	0.002081	0.001972	0.001875	0.001787
5599	9	0.007899	0.006388	0.005365	0.004624	0.004063	0.003623	0.003270	0.002979	0.002735	0.879687	0.066359	0.002197	0.002062	0.001942	0.001836	0.001740	0.001654	0.001576
5600	15	0.004793	0.003879	0.003257	0.002807	0.002467	0.002200	0.001985	0.001809	0.001661	0.001535	0.001428	0.001334	0.001252	0.001179	0.001115	0.965338	0.001004	0.000957
5601	16	0.006713	0.005430	0.004561	0.003931	0.003454	0.003080	0.155662	0.002532	0.123615	0.002150	0.001999	0.001868	0.260596	0.001651	0.001560	0.001479	0.418381	0.001340
5602	4	0.275401	0.021732	0.018239	0.015721	0.332990	0.012319	0.011116	0.010127	0.009300	0.008598	0.240231	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
5603	4	0.019182	0.015525	0.013030	0.343716	0.534486	0.008800	0.007941	0.007234	0.006643	0.006142	0.005711	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
5604	7	0.067090	0.054293	0.045596	0.039300	0.034532	0.030796	0.027789	0.525316	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
5605	6	0.006407	0.005172	0.004343	0.003743	0.003289	0.002933	0.464384	0.059796	0.087790	0.002047	0.250854	0.001779	0.100379	0.001572	0.001486	0.001409	0.001339	0.001276
5606	14	0.033632	0.282227	0.022800	0.019652	0.017267	0.015399	0.013896	0.012660	0.011626	0.010748	0.009993	0.009338	0.008763	0.008254	0.502619	0.007397	0.007031	0.006700
5607	9	0.011193	0.009056	0.007601	0.192873	0.005756	0.005133	0.004632	0.004220	0.003875	0.638434	0.098797	0.003113	0.002921	0.002752	0.002601	0.002466	0.002344	0.002233
5608	15	0.004329	0.003503	0.002942	0.308240	0.002228	0.001987	0.001793	0.001633	0.001500	0.001387	0.001289	0.001205	0.001131	0.106016	0.001007	0.558038	0.000907	0.000865
5609	1	0.033713	0.479271	0.022799	0.019651	0.017267	0.015399	0.013895	0.012659	0.011625	0.308447	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
5610	12	0.004793	0.003879	0.003257	0.002807	0.069772	0.002200	0.314254	0.001808	0.001661	0.001535	0.001428	0.001334	0.585960	0.001179	0.001115	0.001057	0.001004	0.000957
5611	3	0.007461	0.006034	0.005067	0.420004	0.003837	0.412258	0.123046	0.002813	0.002584	0.002388	0.002221	0.002075	0.001947	0.001834	0.001734	0.001644	0.001562	0.001489
5612	15	0.005162	0.004177	0.003508	0.003023	0.002657	0.002369	0.002138	0.001948	0.001789	0.001654	0.001537	0.001437	0.001348	0.352792	0.001200	0.611150	0.001082	0.001031
5613	5	0.019239	0.015518	0.013028	0.194304	0.009867	0.682786	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
5614	6	0.011190	0.009051	0.007601	0.006551	0.005756	0.005133	0.561764	0.004220	0.003875	0.003583	0.362847	0.003113	0.002921	0.002752	0.002601	0.002466	0.002344	0.002233
5615	0	0.330502	0.018099	0.015201	0.013101	0.011512	0.010266	0.313365	0.008440	0.007750	0.007165	0.006662	0.227305	0.005842	0.005503	0.005201	0.004931	0.004687	0.004467
5616	13	0.010354	0.008355	0.169380	0.006047	0.005313	0.004738	0.004276	0.003896	0.003577	0.003307	0.003075	0.002873	0.002696	0.328058	0.002401	0.143643	0.295949	0.002062
5617	2	0.011199	0.009052	0.618832	0.006551	0.230884	0.005133	0.004632	0.004220	0.003875	0.003583	0.083611	0.003113	0.002921	0.002751	0.002601	0.002466	0.002344	0.002233
5618	5	0.026841	0.021725	0.235045	0.015721	0.188042	0.421263	0.011116	0.010128	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
5619	13	0.006104	0.004936	0.004145	0.093954	0.003139	0.002800	0.002526	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.740801	0.001419	0.126201	0.001278	0.001218
5620	16	0.013430	0.010863	0.376935	0.120703	0.006907	0.006159	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002959	0.422134	0.002680
5621	16	0.011193	0.009049	0.007600	0.006550	0.005755	0.161084	0.004632	0.004220	0.003875	0.003582	0.003331	0.003112	0.002921	0.163917	0.284480	0.002465	0.320000	0.002233
5622	15	0.003731	0.003017	0.002533	0.002184	0.070626	0.001711	0.001544	0.001407	0.001292	0.001194	0.001110	0.096766	0.101983	0.000917	0.000867	0.707592	0.000781	0.000744
5623	15	0.004476	0.003620	0.003040	0.002620	0.002302	0.002053	0.001853	0.001688	0.001550	0.001433	0.001332	0.326915	0.001168	0.001101	0.070855	0.572163	0.000937	0.000893
5624	13	0.005835	0.004722	0.003966	0.003418	0.003003	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.001524	0.515860	0.001357	0.001286	0.443313	0.001165
5625	15	0.005163	0.004177	0.003508	0.003023	0.002657	0.002369	0.002138	0.001948	0.001789	0.001654	0.001537	0.001437	0.001348	0.001270	0.001200	0.962671	0.001082	0.001031
5626	10	0.015024	0.012068	0.010137	0.008734	0.007674	0.136643	0.006176	0.136472	0.005167	0.004777	0.632560	0.004150	0.003894	0.003669	0.003467	0.003287	0.003125	0.002978
5627	6	0.008411	0.141315	0.005700	0.004913	0.004317	0.003850	0.420210	0.003165	0.002906	0.002687	0.002498	0.069674	0.203403	0.002064	0.001951	0.119503	0.001758	0.001675
5628	3	0.263591	0.013578	0.011400	0.293310	0.008634	0.007700	0.006948	0.006330	0.005813	0.005374	0.004997	0.218810	0.004381	0.004127	0.134444	0.003698	0.003516	0.003350
5629	7	0.045156	0.036225	0.030398	0.026200	0.023022	0.020531	0.018526	0.683082	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
5630	12	0.008951	0.007241	0.006081	0.151522	0.172946	0.127196	0.003706	0.003376	0.003100	0.002866	0.002665	0.002490	0.287767	0.002201	0.002081	0.212148	0.001875	0.001787
5631	9	0.016787	0.013575	0.011402	0.009825	0.008633	0.007699	0.250201	0.006330	0.005813	0.637098	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
5632	8	0.019227	0.298309	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.435494	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.149261
5633	8	0.019189	0.015517	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.863758	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
5634	11	0.006106	0.004939	0.004145	0.003573	0.003139	0.002800	0.002526	0.002302	0.002114	0.001954	0.001817	0.652920	0.001593	0.304811	0.001419	0.001345	0.001278	0.001218
5635	9	0.007089	0.005717	0.004800	0.004137	0.003635	0.003242	0.114824	0.002665	0.002447	0.492015	0.207898	0.141858	0.001845	0.001738	0.001642	0.001557	0.001480	0.001411
5636	0	0.408007	0.339525	0.030404	0.026206	0.023026	0.020535	0.018530	0.016882	0.015503	0.014332	0.013326	0.012452	0.011685	0.011007	0.010404	0.009863	0.009376	0.008935
5637	12	0.006403	0.005172	0.004343	0.003743	0.313163	0.002933	0.002647	0.002411	0.002214	0.002047	0.001903	0.001778	0.644160	0.001572	0.001486	0.001409	0.001339	0.001276
5638	1	0.211456	0.317962	0.022799	0.019651	0.017267	0.015399	0.295157	0.012659	0.011625	0.010748	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
5639	12	0.005843	0.004723	0.003966	0.003418	0.003003	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.553778	0.001436	0.090111	0.316784	0.001223	0.001165
5640	3	0.006722	0.005431	0.004560	0.510494	0.062840	0.003080	0.002779	0.002532	0.002325	0.002150	0.242962	0.001868	0.001753	0.001651	0.001560	0.001479	0.144475	0.001340
5641	13	0.010323	0.008353	0.007015	0.006046	0.005313	0.004738	0.004275	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.925612	0.002401	0.002276	0.002163	0.002062
5642	6	0.010348	0.008355	0.007016	0.006047	0.005313	0.004738	0.927321	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.002163	0.002062
5643	0	0.407296	0.027176	0.022798	0.019651	0.017266	0.015398	0.013895	0.012659	0.387839	0.010747	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
5644	9	0.005600	0.004525	0.003800	0.003275	0.094054	0.002566	0.002316	0.002110	0.001938	0.457858	0.001665	0.001556	0.001460	0.001376	0.001300	0.412313	0.001172	0.001117
5645	11	0.007461	0.006034	0.005066	0.004367	0.069694	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.880653	0.001947	0.001834	0.001734	0.001644	0.001562	0.001489
5646	7	0.019222	0.015517	0.013028	0.011229	0.009867	0.152551	0.007940	0.720558	0.006643	0.006142	0.005710	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
5647	15	0.011208	0.009051	0.007600	0.006550	0.178597	0.005133	0.004632	0.004220	0.196288	0.003582	0.003331	0.003112	0.002921	0.002751	0.002601	0.279587	0.276604	0.002233
5648	9	0.006113	0.004937	0.004146	0.003573	0.003140	0.002800	0.371915	0.002302	0.002114	0.408353	0.001817	0.180437	0.001593	0.001501	0.001419	0.001345	0.001278	0.001218
5649	9	0.008398	0.006788	0.005700	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.482605	0.167844	0.294554	0.002191	0.002064	0.001951	0.001849	0.001758	0.001675
5650	0	0.848821	0.005171	0.004343	0.003743	0.003289	0.002933	0.002647	0.002411	0.002214	0.002047	0.001903	0.001779	0.056063	0.057124	0.001486	0.001409	0.001339	0.001276
5651	9	0.128292	0.008354	0.007015	0.006046	0.005313	0.189080	0.004275	0.003895	0.003577	0.428020	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.198210	0.002062
5652	13	0.009591	0.007757	0.006514	0.005615	0.004933	0.004400	0.003970	0.003617	0.003322	0.003071	0.002855	0.002668	0.002504	0.930919	0.002229	0.002113	0.002009	0.001914
5653	15	0.005838	0.004722	0.003965	0.003418	0.003003	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.150136	0.001436	0.001357	0.809189	0.001223	0.001165
5654	13	0.007456	0.006033	0.005066	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.946276	0.001734	0.001644	0.001562	0.001489
5655	4	0.012225	0.009875	0.008291	0.318034	0.604445	0.005600	0.005053	0.004603	0.004227	0.003908	0.003634	0.003395	0.003186	0.003002	0.002837	0.002690	0.002557	0.002436
5656	8	0.013434	0.010860	0.009120	0.007860	0.246876	0.006160	0.005558	0.005064	0.592747	0.004299	0.003997	0.003735	0.075417	0.003302	0.003121	0.002959	0.002812	0.002680
5657	9	0.067090	0.054293	0.045596	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.521489	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
5658	13	0.007064	0.005716	0.004800	0.004137	0.003635	0.003242	0.002925	0.002665	0.002448	0.002263	0.002104	0.001966	0.001845	0.779438	0.171306	0.001557	0.001480	0.001411
5659	10	0.012231	0.111729	0.008291	0.007146	0.006279	0.005600	0.005053	0.004603	0.004227	0.003908	0.614279	0.003395	0.003186	0.003002	0.002837	0.199240	0.002557	0.002436
5660	0	0.477384	0.398592	0.007599	0.006550	0.005756	0.005133	0.004632	0.065139	0.003875	0.003582	0.003331	0.003112	0.002921	0.002751	0.002601	0.002465	0.002344	0.002233
5661	15	0.007895	0.006388	0.005365	0.004624	0.004063	0.003623	0.003270	0.002979	0.002735	0.002529	0.002351	0.002197	0.002062	0.001942	0.001836	0.942911	0.001654	0.001577
5662	12	0.004199	0.040229	0.002851	0.002457	0.174935	0.001925	0.001737	0.034715	0.149377	0.001344	0.001249	0.001167	0.579168	0.001032	0.000975	0.000925	0.000879	0.000838
5663	8	0.033687	0.027152	0.022801	0.019653	0.017268	0.015400	0.013897	0.012660	0.761451	0.010748	0.009994	0.009338	0.008763	0.008255	0.007802	0.007397	0.007032	0.006701
5664	6	0.116380	0.005430	0.121282	0.003930	0.003454	0.003080	0.278953	0.215404	0.002325	0.002150	0.236555	0.001868	0.001753	0.001651	0.001560	0.001479	0.001406	0.001340
5665	3	0.011184	0.009049	0.007600	0.341632	0.005756	0.005133	0.004632	0.004220	0.003875	0.285524	0.302969	0.003112	0.002921	0.002751	0.002601	0.002465	0.002344	0.002233
5666	15	0.003729	0.003017	0.002534	0.002184	0.078088	0.058780	0.001544	0.001407	0.114771	0.001194	0.001110	0.139127	0.000974	0.108800	0.000867	0.480349	0.000781	0.000745
