	dominant_topic	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
2479	0	0.876297	0.015523	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2480	15	0.009609	0.007760	0.006515	0.005615	0.004933	0.170728	0.003970	0.003617	0.003322	0.003071	0.002855	0.002668	0.002504	0.002358	0.002229	0.764323	0.002009	0.001914
2481	0	0.648459	0.013574	0.011400	0.009825	0.008633	0.007699	0.006948	0.006330	0.005813	0.005374	0.248305	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
2482	1	0.332737	0.572605	0.011399	0.009825	0.008633	0.007699	0.006948	0.006330	0.005813	0.005374	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
2483	1	0.266406	0.544277	0.022800	0.019651	0.017267	0.015398	0.013895	0.012659	0.011625	0.010747	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
2484	11	0.010387	0.091930	0.007015	0.006046	0.210333	0.004738	0.004275	0.003895	0.003577	0.003307	0.003075	0.423566	0.002696	0.002540	0.002401	0.002276	0.215883	0.002061
2485	10	0.317284	0.009884	0.008291	0.007146	0.006279	0.005600	0.005053	0.077203	0.004227	0.003908	0.535022	0.003395	0.003186	0.003002	0.002837	0.002690	0.002557	0.002436
2486	8	0.026838	0.021718	0.018239	0.015720	0.013813	0.012319	0.011116	0.010127	0.809294	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
2487	12	0.016778	0.013575	0.011399	0.009825	0.008633	0.007699	0.006947	0.006329	0.005812	0.005374	0.004996	0.004668	0.879373	0.004127	0.003901	0.003698	0.003515	0.003350
2489	1	0.044795	0.702789	0.030399	0.026200	0.023022	0.020531	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
2490	0	0.414586	0.018122	0.015202	0.013103	0.011513	0.163937	0.009265	0.008441	0.007751	0.007166	0.294053	0.006226	0.005843	0.005504	0.005202	0.004932	0.004688	0.004467
2491	4	0.304205	0.012066	0.143355	0.008733	0.474041	0.006844	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.003894	0.003668	0.003467	0.003287	0.003125	0.002978
2492	12	0.011196	0.009049	0.007600	0.006550	0.005756	0.005133	0.004632	0.004220	0.003875	0.003582	0.003331	0.268330	0.501449	0.002751	0.002601	0.002465	0.155247	0.002233
2493	17	0.011186	0.320658	0.007601	0.006551	0.198852	0.005133	0.004632	0.004220	0.003875	0.003583	0.003331	0.003113	0.002921	0.002752	0.002601	0.002466	0.002344	0.414182
2495	0	0.855692	0.018099	0.015199	0.013100	0.011511	0.010266	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005841	0.005503	0.005201	0.004931	0.004687	0.004467
2496	0	0.726757	0.015523	0.013028	0.011229	0.009867	0.008799	0.007940	0.156772	0.006643	0.006141	0.005710	0.005336	0.005007	0.004717	0.004458	0.004226	0.004018	0.003829
2497	8	0.016851	0.013585	0.011399	0.009825	0.008633	0.137054	0.006948	0.006330	0.440588	0.316149	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
2498	5	0.012208	0.187336	0.008291	0.007146	0.006279	0.354212	0.005053	0.004603	0.004227	0.003908	0.003634	0.003395	0.003186	0.259761	0.129080	0.002690	0.002557	0.002436
2499	10	0.009599	0.007757	0.006514	0.005615	0.004934	0.004400	0.003970	0.003617	0.003322	0.289640	0.401645	0.245861	0.002504	0.002358	0.002229	0.002113	0.002009	0.001914
2500	4	0.012205	0.009873	0.008291	0.007146	0.508734	0.239168	0.178106	0.004604	0.004228	0.003908	0.003634	0.003396	0.003187	0.003002	0.002837	0.002690	0.002557	0.002436
2501	10	0.009624	0.007758	0.006514	0.005615	0.004934	0.004400	0.124473	0.003617	0.003322	0.003071	0.810876	0.002668	0.002504	0.002358	0.002229	0.002113	0.002009	0.001914
2502	12	0.008396	0.006789	0.005700	0.004913	0.004317	0.003850	0.237390	0.003165	0.002906	0.002687	0.002498	0.002334	0.705758	0.002064	0.001951	0.001849	0.001758	0.001675
2503	8	0.022378	0.018106	0.015199	0.013100	0.011511	0.010265	0.009263	0.008439	0.626771	0.007165	0.220950	0.006225	0.005841	0.005503	0.005201	0.004931	0.004687	0.004466
2504	4	0.009592	0.007760	0.150804	0.005615	0.789199	0.004400	0.003970	0.003617	0.003322	0.003071	0.002855	0.002668	0.002504	0.002358	0.002229	0.002113	0.002009	0.001914
2505	2	0.013456	0.119480	0.393526	0.007861	0.006907	0.100035	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.316557	0.003302	0.003121	0.002959	0.002812	0.002680
2506	15	0.008412	0.369577	0.005701	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.002687	0.002498	0.002334	0.002191	0.002064	0.001951	0.576528	0.001758	0.001675
2507	5	0.067107	0.054293	0.045595	0.039300	0.034532	0.530777	0.027789	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
2508	8	0.355755	0.021740	0.018238	0.015720	0.013813	0.012319	0.011116	0.010127	0.480355	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
2509	10	0.016855	0.013576	0.011399	0.009825	0.008633	0.007699	0.006947	0.006329	0.005812	0.005374	0.879909	0.004668	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
2510	14	0.007489	0.006036	0.005067	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.001834	0.825222	0.122560	0.001562	0.001489
2511	15	0.008953	0.007243	0.006080	0.005240	0.004605	0.141411	0.003706	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002081	0.797986	0.001875	0.001787
2512	1	0.044758	0.391571	0.030403	0.026205	0.023026	0.020535	0.329736	0.016882	0.015503	0.014332	0.013326	0.012452	0.011685	0.011007	0.010404	0.009863	0.009376	0.008935
2513	0	0.711383	0.036204	0.030397	0.026200	0.023021	0.020531	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
2514	10	0.019185	0.015529	0.013029	0.011230	0.009867	0.146111	0.007941	0.146660	0.291676	0.006142	0.301039	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
2515	4	0.033623	0.027179	0.022798	0.384658	0.402145	0.015398	0.013895	0.012659	0.011625	0.010747	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
2516	3	0.148823	0.009051	0.007600	0.628412	0.162911	0.005133	0.004632	0.004220	0.003875	0.003583	0.003331	0.003113	0.002921	0.002752	0.002601	0.002466	0.002344	0.002233
2517	12	0.026868	0.203037	0.018241	0.015722	0.013814	0.012320	0.011117	0.010128	0.009301	0.008598	0.007995	0.007470	0.625641	0.006604	0.006242	0.005917	0.005625	0.005360
2518	2	0.006110	0.004938	0.695248	0.152177	0.003140	0.002800	0.002527	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.001345	0.116101	0.001218
2519	12	0.005371	0.004344	0.003648	0.052027	0.160527	0.002464	0.002223	0.002026	0.001860	0.001720	0.210108	0.001494	0.546237	0.001321	0.001248	0.001183	0.001125	0.001072
2520	15	0.006104	0.004936	0.004146	0.003573	0.003139	0.002800	0.002526	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.955883	0.001278	0.001218
2521	0	0.711349	0.036201	0.030402	0.026204	0.023025	0.020534	0.018529	0.016881	0.015502	0.014331	0.013325	0.012451	0.011684	0.011007	0.010403	0.009863	0.009376	0.008934
2522	4	0.026914	0.021721	0.018240	0.015721	0.813717	0.012319	0.011117	0.010128	0.009301	0.008598	0.007995	0.007470	0.007010	0.006604	0.006242	0.005917	0.005625	0.005360
2523	3	0.022370	0.198913	0.015200	0.494782	0.182332	0.010266	0.009264	0.008440	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.005201	0.004931	0.004687	0.004467
2524	7	0.013435	0.010886	0.009120	0.007861	0.006907	0.255560	0.005558	0.562890	0.004650	0.004299	0.003997	0.003735	0.003505	0.003302	0.095842	0.002959	0.002813	0.002680
2526	0	0.711380	0.036198	0.030400	0.026201	0.023022	0.020531	0.018527	0.016879	0.015500	0.014330	0.013324	0.012449	0.011683	0.011005	0.010402	0.009862	0.009374	0.008933
2527	0	0.795301	0.075866	0.005067	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.089149	0.002221	0.002075	0.001947	0.001834	0.001734	0.001644	0.001562	0.001489
2528	13	0.006109	0.004937	0.004146	0.003573	0.003139	0.111577	0.002526	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.435998	0.213004	0.201016	0.001278	0.001218
2529	16	0.184408	0.100748	0.007015	0.006046	0.005313	0.004738	0.004275	0.003895	0.003577	0.003307	0.100225	0.002873	0.002696	0.002540	0.002401	0.002276	0.561605	0.002061
2530	0	0.567071	0.054310	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
2531	5	0.008975	0.007241	0.006080	0.005240	0.004604	0.566303	0.003705	0.003376	0.003100	0.002866	0.118517	0.002490	0.257587	0.002201	0.002080	0.001972	0.001875	0.001787
2532	16	0.044740	0.036225	0.030400	0.026200	0.023022	0.020531	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.675992	0.008933
2533	6	0.019217	0.015519	0.013028	0.011229	0.009866	0.008799	0.865024	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2534	4	0.019182	0.015516	0.013029	0.011229	0.548315	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005336	0.005007	0.004717	0.004458	0.004226	0.322690	0.003829
2535	6	0.202053	0.090540	0.005700	0.004913	0.004317	0.003850	0.663549	0.003165	0.002906	0.002687	0.002498	0.002334	0.002191	0.002064	0.001951	0.001849	0.001758	0.001675
2536	10	0.010351	0.008356	0.084228	0.006047	0.005313	0.004738	0.004276	0.003895	0.003577	0.003307	0.848899	0.002873	0.002696	0.002540	0.002401	0.002276	0.002164	0.002062
2537	0	0.579807	0.010861	0.009120	0.007860	0.006907	0.006159	0.005558	0.005064	0.004650	0.004299	0.337601	0.003735	0.003505	0.003302	0.003121	0.002959	0.002812	0.002680
2538	1	0.011245	0.420552	0.007600	0.006551	0.005756	0.005133	0.004632	0.004220	0.396477	0.003582	0.115825	0.003112	0.002921	0.002751	0.002601	0.002465	0.002344	0.002233
2539	1	0.033608	0.777080	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.011625	0.010747	0.009992	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
2540	1	0.044781	0.374592	0.030398	0.026201	0.023022	0.020531	0.018527	0.016879	0.015500	0.014330	0.013323	0.012449	0.011683	0.011005	0.010402	0.009862	0.009374	0.337142
2541	0	0.508649	0.013575	0.011400	0.009825	0.008633	0.007699	0.006948	0.006330	0.005813	0.005374	0.388114	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
2542	17	0.044770	0.036199	0.030400	0.026202	0.023023	0.020532	0.018528	0.016880	0.335635	0.014331	0.013324	0.012450	0.011684	0.011006	0.010403	0.009862	0.009375	0.355396
2543	0	0.533757	0.027150	0.022798	0.019650	0.017266	0.015398	0.013895	0.262439	0.011625	0.010747	0.009993	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
2544	11	0.008414	0.006789	0.005700	0.004913	0.004317	0.003850	0.003474	0.003165	0.002906	0.002687	0.002498	0.504337	0.002191	0.002064	0.001950	0.437314	0.001758	0.001675
2545	1	0.014916	0.577188	0.010133	0.008734	0.229844	0.006844	0.006176	0.005626	0.005167	0.106359	0.004441	0.004150	0.003894	0.003669	0.003468	0.003287	0.003125	0.002978
2546	15	0.010368	0.349900	0.007016	0.006047	0.005313	0.004738	0.163211	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.424817	0.002164	0.002062
2547	0	0.527919	0.027150	0.022801	0.019652	0.017268	0.015400	0.269495	0.012660	0.011626	0.010748	0.009994	0.009338	0.008763	0.008255	0.007802	0.007397	0.007031	0.006700
2548	0	0.903788	0.012073	0.010133	0.008733	0.007674	0.006844	0.006176	0.005626	0.005167	0.004776	0.004441	0.004150	0.003894	0.003668	0.003467	0.003287	0.003125	0.002978
2549	12	0.014918	0.012071	0.010132	0.008733	0.289497	0.006844	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.610945	0.003668	0.003467	0.003287	0.003125	0.002978
2550	5	0.044766	0.036199	0.030398	0.026201	0.023022	0.349410	0.018527	0.016879	0.015500	0.014330	0.013324	0.012450	0.011683	0.011006	0.348137	0.009862	0.009374	0.008933
2551	3	0.119192	0.015519	0.013029	0.425703	0.352493	0.008800	0.007941	0.007235	0.006644	0.006142	0.005711	0.005336	0.005008	0.004717	0.004459	0.004227	0.004018	0.003829
2552	4	0.019177	0.015518	0.013027	0.011229	0.866994	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2553	0	0.596768	0.009874	0.008291	0.007146	0.006279	0.005600	0.005053	0.004604	0.004228	0.003908	0.229544	0.003396	0.101789	0.003002	0.002837	0.002690	0.002557	0.002436
2554	0	0.415962	0.007759	0.006515	0.005615	0.004934	0.004400	0.003970	0.003617	0.003322	0.003071	0.002855	0.002668	0.138027	0.002358	0.002229	0.170495	0.220289	0.001914
2555	0	0.414808	0.036195	0.030397	0.026200	0.023022	0.317112	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
2556	11	0.007074	0.005716	0.004800	0.004137	0.096514	0.003242	0.325685	0.002665	0.002447	0.002263	0.002104	0.533680	0.001845	0.001738	0.001642	0.001557	0.001480	0.001411
2557	1	0.008415	0.411288	0.005700	0.004913	0.004317	0.003850	0.211634	0.003165	0.002906	0.002687	0.002498	0.002334	0.326998	0.002064	0.001950	0.001849	0.001758	0.001675
2558	14	0.005168	0.004178	0.003508	0.003024	0.092575	0.002369	0.002138	0.061071	0.001789	0.001654	0.197191	0.001437	0.001348	0.001270	0.255081	0.147769	0.217399	0.001031
2559	11	0.011185	0.009050	0.007600	0.006551	0.005756	0.135479	0.004632	0.004220	0.003875	0.003583	0.003331	0.318558	0.002921	0.002751	0.201421	0.002466	0.274389	0.002233
2560	10	0.026881	0.021720	0.018239	0.015720	0.013813	0.012319	0.011116	0.010127	0.009300	0.008598	0.605175	0.007470	0.007010	0.006603	0.209007	0.005917	0.005625	0.005360
2561	0	0.783520	0.027162	0.022800	0.019651	0.017267	0.015399	0.013895	0.012659	0.011625	0.010747	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
2562	10	0.005385	0.004344	0.003648	0.003144	0.002763	0.106105	0.002223	0.002026	0.001860	0.148740	0.321345	0.001494	0.001402	0.001321	0.001248	0.272668	0.119212	0.001072
2563	4	0.012231	0.009873	0.008291	0.007146	0.604836	0.005600	0.005053	0.131026	0.004228	0.003908	0.187703	0.003396	0.003187	0.003002	0.002837	0.002690	0.002557	0.002437
2564	6	0.007466	0.006033	0.005067	0.004367	0.003837	0.003422	0.752668	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.001834	0.001734	0.138671	0.001562	0.059311
2565	15	0.006119	0.004938	0.216123	0.068017	0.003140	0.138238	0.002527	0.002302	0.002114	0.001954	0.001817	0.001698	0.001593	0.001501	0.001419	0.544004	0.001279	0.001218
2566	8	0.033550	0.027148	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.761616	0.010747	0.009992	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
2567	0	0.826829	0.021722	0.018238	0.015720	0.013813	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
2568	13	0.005370	0.004344	0.003649	0.003145	0.002763	0.002464	0.002224	0.002026	0.001860	0.001720	0.001599	0.001494	0.001402	0.733188	0.001248	0.229307	0.001125	0.001072
2569	15	0.007066	0.005716	0.004800	0.004137	0.120327	0.003242	0.002925	0.002665	0.002447	0.002263	0.002104	0.001966	0.001845	0.001738	0.001642	0.832226	0.001480	0.001411
2570	12	0.007460	0.006034	0.005067	0.004367	0.236578	0.003422	0.003088	0.002813	0.002584	0.002388	0.002221	0.002075	0.713638	0.001834	0.001734	0.001644	0.001563	0.001489
2571	1	0.014992	0.459960	0.010134	0.008734	0.007674	0.006844	0.006176	0.005626	0.312524	0.004777	0.004441	0.004150	0.003894	0.003669	0.003467	0.003287	0.136673	0.002978
2572	2	0.007899	0.006391	0.320896	0.004624	0.239442	0.211236	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.002062	0.001942	0.001836	0.184382	0.001654	0.001576
2573	5	0.022367	0.018105	0.015199	0.013100	0.011511	0.843583	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.005201	0.004931	0.004687	0.004467
2574	2	0.013436	0.010861	0.909088	0.007861	0.006907	0.006160	0.005559	0.005064	0.004651	0.004299	0.003998	0.003735	0.003505	0.003302	0.003121	0.002959	0.002813	0.002680
2575	6	0.112790	0.005173	0.004343	0.003743	0.003289	0.002933	0.537239	0.002411	0.002214	0.002047	0.001903	0.001779	0.001669	0.001572	0.001486	0.312792	0.001339	0.001276
2576	7	0.067090	0.054293	0.045596	0.039300	0.034532	0.030796	0.027790	0.525311	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
2577	12	0.019169	0.015514	0.013027	0.011229	0.009866	0.008799	0.007940	0.104065	0.006643	0.006141	0.005710	0.005335	0.765315	0.004717	0.004458	0.004226	0.004018	0.003828
2578	15	0.060925	0.004722	0.003965	0.050174	0.003003	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.001524	0.001436	0.001357	0.855956	0.001223	0.001165
2579	7	0.019226	0.015524	0.193440	0.011229	0.009867	0.278236	0.007940	0.414455	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2580	0	0.361239	0.094888	0.004801	0.004137	0.244703	0.003242	0.265870	0.002665	0.002448	0.002263	0.002104	0.001966	0.001845	0.001738	0.001643	0.001557	0.001480	0.001411
2581	0	0.518512	0.008359	0.007015	0.006046	0.005313	0.004738	0.004275	0.003895	0.418454	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.002163	0.002062
2582	0	0.687109	0.015517	0.013028	0.011229	0.199059	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2583	1	0.202291	0.272109	0.009120	0.007861	0.006907	0.006160	0.253597	0.005064	0.206483	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002959	0.002812	0.002680
2584	8	0.033545	0.027147	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.298763	0.010747	0.259934	0.222253	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
2585	9	0.026837	0.021718	0.018239	0.015720	0.013813	0.012319	0.011116	0.010127	0.009300	0.808592	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
2586	15	0.014920	0.012066	0.010133	0.008734	0.007674	0.006844	0.006176	0.005627	0.005167	0.239863	0.004441	0.004150	0.003895	0.003669	0.003468	0.657071	0.003125	0.002978
2587	0	0.622472	0.013578	0.011401	0.009826	0.142702	0.007700	0.006948	0.006330	0.141028	0.005374	0.004997	0.004669	0.004382	0.004127	0.003901	0.003698	0.003516	0.003350
2588	3	0.005385	0.004347	0.003648	0.842982	0.002763	0.002464	0.002223	0.002025	0.001860	0.001720	0.121739	0.001494	0.001402	0.001321	0.001248	0.001183	0.001125	0.001072
2589	15	0.009598	0.007760	0.006516	0.005615	0.004933	0.004400	0.003970	0.003617	0.003322	0.003071	0.002855	0.002668	0.002504	0.002358	0.002229	0.930662	0.002009	0.001914
2590	15	0.010323	0.008353	0.007015	0.006046	0.005313	0.004738	0.004275	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.925348	0.002163	0.002062
2591	0	0.279905	0.272529	0.011400	0.009826	0.008634	0.094304	0.006948	0.006330	0.005813	0.005374	0.004997	0.004669	0.004381	0.004127	0.003901	0.003698	0.269815	0.003350
2593	12	0.356636	0.018104	0.015199	0.013100	0.011511	0.010265	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.504893	0.005503	0.005201	0.004931	0.004687	0.004466
2594	1	0.246251	0.585744	0.009121	0.007861	0.006907	0.006160	0.005559	0.005064	0.004651	0.004299	0.003998	0.003735	0.003505	0.003302	0.003121	0.002959	0.002813	0.094949
2595	0	0.507360	0.006790	0.005701	0.004914	0.324430	0.003850	0.121874	0.003165	0.002907	0.002687	0.002499	0.002335	0.002191	0.002064	0.001951	0.001849	0.001758	0.001675
2596	11	0.004632	0.003747	0.003145	0.002711	0.002382	0.002124	0.001917	0.001746	0.001604	0.001482	0.001378	0.603279	0.001209	0.001139	0.001076	0.001020	0.364485	0.000924
2597	16	0.014937	0.012070	0.010134	0.008734	0.191004	0.006844	0.006176	0.005626	0.005167	0.004777	0.245012	0.004150	0.003894	0.003669	0.003468	0.003287	0.468074	0.002978
2598	0	0.478470	0.005172	0.004343	0.003744	0.003289	0.002933	0.002647	0.002412	0.002215	0.002047	0.001904	0.001779	0.001669	0.001572	0.075853	0.001409	0.001339	0.407202
2599	4	0.253085	0.015518	0.013030	0.011231	0.633066	0.008801	0.007941	0.007235	0.006644	0.006142	0.005711	0.005336	0.005008	0.004717	0.004459	0.004227	0.004018	0.003829
2600	11	0.011197	0.009049	0.007600	0.006550	0.005756	0.129261	0.004632	0.004220	0.003875	0.003582	0.003331	0.414723	0.002921	0.002751	0.002601	0.002465	0.383253	0.002233
2601	10	0.233590	0.010860	0.009120	0.007861	0.006907	0.006160	0.005558	0.005064	0.004650	0.004299	0.683817	0.003735	0.003505	0.003302	0.003121	0.002959	0.002812	0.002680
2602	15	0.007456	0.006033	0.005066	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.001834	0.001734	0.946084	0.001562	0.001489
2603	15	0.005382	0.004345	0.209424	0.003145	0.002763	0.002464	0.175970	0.002026	0.001860	0.001720	0.001599	0.001494	0.001402	0.001321	0.001249	0.581638	0.001125	0.001072
2604	3	0.016777	0.013577	0.011400	0.464331	0.429111	0.007700	0.006948	0.006330	0.005813	0.005374	0.004997	0.004669	0.004381	0.004127	0.003901	0.003698	0.003516	0.003350
2605	11	0.019201	0.015513	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.184990	0.006141	0.005710	0.684095	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2606	12	0.016773	0.013573	0.011399	0.009825	0.008633	0.007699	0.006947	0.006329	0.005812	0.005373	0.004996	0.004668	0.879380	0.004127	0.003901	0.003698	0.003515	0.003350
2607	17	0.044744	0.036203	0.030400	0.026202	0.023023	0.020532	0.018528	0.016880	0.337569	0.014330	0.013324	0.012450	0.011684	0.011006	0.010403	0.009862	0.009375	0.353486
2608	4	0.314564	0.006788	0.005700	0.004913	0.476335	0.003850	0.003474	0.003165	0.002906	0.002687	0.161796	0.002334	0.002191	0.002064	0.001951	0.001849	0.001758	0.001675
2609	10	0.008954	0.007242	0.006081	0.005241	0.247264	0.004107	0.003706	0.003376	0.003101	0.002866	0.437466	0.002490	0.002337	0.002201	0.002081	0.001973	0.257727	0.001787
2610	12	0.019236	0.015514	0.013028	0.011229	0.310169	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.561774	0.004717	0.004458	0.004226	0.004018	0.003828
2611	3	0.008982	0.007245	0.006080	0.938529	0.004604	0.004106	0.003705	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.001972	0.001875	0.001787
2612	8	0.067128	0.054311	0.045602	0.039304	0.034535	0.030799	0.027792	0.025320	0.523158	0.021496	0.019987	0.018675	0.017526	0.016509	0.015604	0.014793	0.014062	0.013400
2613	5	0.044727	0.036197	0.030397	0.026200	0.023022	0.687194	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
2614	10	0.257536	0.015514	0.013028	0.011229	0.009866	0.008799	0.007940	0.007234	0.006643	0.006141	0.624482	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
2615	4	0.009595	0.007758	0.006515	0.005615	0.563768	0.004400	0.003970	0.003617	0.003322	0.003071	0.372573	0.002668	0.002504	0.002359	0.002229	0.002113	0.002009	0.001914
2616	10	0.009607	0.007758	0.006514	0.005615	0.307188	0.004400	0.003970	0.003617	0.003322	0.167615	0.464600	0.002668	0.002504	0.002358	0.002229	0.002113	0.002009	0.001914
2617	2	0.011196	0.089942	0.421024	0.006550	0.271308	0.161913	0.004632	0.004220	0.003875	0.003582	0.003331	0.003112	0.002921	0.002751	0.002601	0.002465	0.002344	0.002233
2618	5	0.033548	0.027160	0.022799	0.019650	0.017266	0.471865	0.307409	0.012659	0.011625	0.010747	0.009992	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
2619	8	0.119260	0.012074	0.010134	0.008735	0.007675	0.006844	0.006176	0.005627	0.522576	0.004777	0.157297	0.004150	0.003895	0.003669	0.003468	0.117540	0.003125	0.002978
2620	12	0.005379	0.004346	0.003648	0.052439	0.002763	0.002464	0.002223	0.002025	0.001860	0.001720	0.001599	0.212205	0.577601	0.001321	0.001248	0.001183	0.124905	0.001072
2621	17	0.004979	0.198813	0.003378	0.180097	0.002558	0.002281	0.002059	0.001876	0.001722	0.001592	0.001481	0.001383	0.001298	0.001223	0.001156	0.001096	0.125373	0.467635
2622	0	0.602010	0.012089	0.010134	0.008734	0.007674	0.006844	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.003894	0.003668	0.305227	0.003287	0.003125	0.002978
2623	16	0.117120	0.007241	0.006080	0.005240	0.004604	0.154096	0.003705	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.073446	0.001972	0.605674	0.001787
2624	8	0.007071	0.005722	0.004801	0.004138	0.292046	0.003243	0.002926	0.002666	0.453531	0.002263	0.002104	0.001966	0.001845	0.001738	0.001643	0.001557	0.001481	0.209259
2625	0	0.438138	0.015514	0.013027	0.306825	0.009866	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.147581	0.004717	0.004458	0.004226	0.004018	0.003828
2626	5	0.026842	0.021719	0.018240	0.015720	0.013813	0.812307	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
2627	6	0.240663	0.008354	0.007016	0.006047	0.005313	0.004738	0.697003	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.002163	0.002062
2628	12	0.010345	0.008354	0.007015	0.006047	0.005313	0.004738	0.004276	0.003895	0.139647	0.003307	0.003075	0.002873	0.789673	0.002540	0.002401	0.002276	0.002163	0.002062
